id,branch_code,official_name,display_name,search_group
1054,0524425710,Computer Science and Design,Computer Science and Design,
1055,0524491610,Automation and Robotics,Automation and Robotics,
1056,0524492210,Civil and Environmental Engineering,Civil and Environmental Engineering,
1057,0530319110,Civil Engineering,Civil Engineering,
1058,0530324510,Computer Engineering,Computer Engineering,
1059,0530329310,Electrical Engineering,Electrical Engineering,
1060,0530361210,Mechanical Engineering,Mechanical Engineering,
1061,0530384410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1062,0532219110,Civil Engineering,Civil Engineering,
1063,0532229310,Electrical Engineering,Electrical Engineering,
1064,0532261210,Mechanical Engineering,Mechanical Engineering,
1065,0533024510,Computer Engineering,Computer Engineering,
1066,0533024610,Information Technology,Information Technology,
1067,0533037210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1068,0533061210,Mechanical Engineering,Mechanical Engineering,
1069,0533099510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1070,0533119110,Civil Engineering,Civil Engineering,
1071,0533124510,Computer Engineering,Computer Engineering,
1072,0533129310,Electrical Engineering,Electrical Engineering,
1073,0533137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1074,0533161210,Mechanical Engineering,Mechanical Engineering,
1075,0536525110,Computer Technology,Computer Technology,
1076,0536529310,Electrical Engineering,Electrical Engineering,
1077,0536561210,Mechanical Engineering,Mechanical Engineering,
1078,0538019110,Civil Engineering,Civil Engineering,
1079,0538024510,Computer Engineering,Computer Engineering,
1080,0538029310,Electrical Engineering,Electrical Engineering,
1081,0538037210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1082,0538061210,Mechanical Engineering,Mechanical Engineering,
1083,0538119110,Civil Engineering,Civil Engineering,
1084,0538124210,Computer Science and Engineering,Computer Science and Engineering,
1085,0538129310,Electrical Engineering,Electrical Engineering,
1086,0538161210,Mechanical Engineering,Mechanical Engineering,
1087,0538219110,Civil Engineering,Civil Engineering,
1088,0538224510,Computer Engineering,Computer Engineering,
1089,0538226310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1090,0538237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1091,0538261210,Mechanical Engineering,Mechanical Engineering,
1092,0539019110,Civil Engineering,Civil Engineering,
1093,0539024510,Computer Engineering,Computer Engineering,
1094,0539029310,Electrical Engineering,Electrical Engineering,
1095,0539061210,Mechanical Engineering,Mechanical Engineering,
1096,0539092110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1097,0539619110,Civil Engineering,Civil Engineering,
1098,0539624510,Computer Engineering,Computer Engineering,
1099,0539629310,Electrical Engineering,Electrical Engineering,
1100,0539661210,Mechanical Engineering,Mechanical Engineering,
1101,0539919110,Civil Engineering,Civil Engineering,
1102,0539924510,Computer Engineering,Computer Engineering,
1103,0539929310,Electrical Engineering,Electrical Engineering,
1104,0539961210,Mechanical Engineering,Mechanical Engineering,
1105,0540119110,Civil Engineering,Civil Engineering,
1106,0540124510,Computer Engineering,Computer Engineering,
1107,0540124610,Information Technology,Information Technology,
1108,0540126310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1109,0540129310,Electrical Engineering,Electrical Engineering,
1110,0540161210,Mechanical Engineering,Mechanical Engineering,
1111,0540819110,Civil Engineering,Civil Engineering,
1112,0540824510,Computer Engineering,Computer Engineering,
1113,0540829310,Electrical Engineering,Electrical Engineering,
1114,0540837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1115,0540861210,Mechanical Engineering,Mechanical Engineering,
1116,0540924510,Computer Engineering,Computer Engineering,
1117,0540929310,Electrical Engineering,Electrical Engineering,
1118,0540937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1119,0540961210,Mechanical Engineering,Mechanical Engineering,
1120,0541119110,Civil Engineering,Civil Engineering,
1121,0541124510,Computer Engineering,Computer Engineering,
1122,0541129310,Electrical Engineering,Electrical Engineering,
1123,0541137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1124,0541161210,Mechanical Engineering,Mechanical Engineering,
1125,0541819110,Civil Engineering,Civil Engineering,
1126,0541824510,Computer Engineering,Computer Engineering,
1127,0541826310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1128,0541829310,Electrical Engineering,Electrical Engineering,
1129,0541861210,Mechanical Engineering,Mechanical Engineering,
1130,0541891610,Automation and Robotics,Automation and Robotics,
1131,0544919110,Civil Engineering,Civil Engineering,
1132,0544924510,Computer Engineering,Computer Engineering,
1133,0544924610,Information Technology,Information Technology,
1134,0544929310,Electrical Engineering,Electrical Engineering,
1135,0544961210,Mechanical Engineering,Mechanical Engineering,
1136,0549719110,Civil Engineering,Civil Engineering,
1137,0549724510,Computer Engineering,Computer Engineering,
1138,0549761210,Mechanical Engineering,Mechanical Engineering,
1139,0549791710,Data Science,Data Science,
1140,0600419110,Civil Engineering,Civil Engineering,
1141,0600424510,Computer Engineering,Computer Engineering,
1142,0600437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1143,0600446410,Instrumentation and Control Engineering,Instrumentation and Control Engineering,
1144,0600460210,Automobile Engineering,Automobile Engineering,
1145,0600461210,Mechanical Engineering,Mechanical Engineering,
1146,0600519110,Civil Engineering,Civil Engineering,
1147,0600524610,Information Technology,Information Technology,
1148,0600529310,Electrical Engineering,Electrical Engineering,
1149,0600537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1150,0600561210,Mechanical Engineering,Mechanical Engineering,
1151,1600619110,Civil Engineering,Civil Engineering,
1152,1600624510,Computer Engineering,Computer Engineering,
1153,1600661210,Mechanical Engineering,Mechanical Engineering,
1154,1600662710,Manufacturing Science and Engineering,Manufacturing Science and Engineering,
1155,1600669410,Metallurgy and Material Technology,Metallurgy and Material Technology,
1156,0600729310,Electrical Engineering,Electrical Engineering,
1157,0600761210,Mechanical Engineering,Mechanical Engineering,
1158,0602819110,Civil Engineering,Civil Engineering,
1159,0602825410,Computer Science and Technology,Computer Science and Technology,
1160,0602837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1161,0602850310,Food Technology,Food Technology,
1162,0602850710,Chemical Engineering,Chemical Engineering,
1163,0602861210,Mechanical Engineering,Mechanical Engineering,
1164,0603624210,Computer Science and Engineering,Computer Science and Engineering,
1165,0603626310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1166,0603629310,Electrical Engineering,Electrical Engineering,
1167,0603637210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1168,0603661510,Mechanical & Automation Engineering,Mechanical & Automation Engineering,
1169,0612219110,Civil Engineering,Civil Engineering,
1170,0612224510,Computer Engineering,Computer Engineering,
1171,0612237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1172,0612261210,Mechanical Engineering,Mechanical Engineering,
1173,0612291210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
1174,0613819110,Civil Engineering,Civil Engineering,
1175,0613824510,Computer Engineering,Computer Engineering,
1176,0613824610,Information Technology,Information Technology,
1177,0613826310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1178,0613837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1179,0613861210,Mechanical Engineering,Mechanical Engineering,
1180,0613924510,Computer Engineering,Computer Engineering,
1181,0613924610,Information Technology,Information Technology,
1182,0613929310,Electrical Engineering,Electrical Engineering,
1183,0613937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1184,0613961210,Mechanical Engineering,Mechanical Engineering,
1185,0613984410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1186,0613992110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1187,0613999510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1188,0614124510,Computer Engineering,Computer Engineering,
1189,0614124610,Information Technology,Information Technology,
1190,0614126210,Computer Science and Business Systems,Computer Science and Business Systems,
1191,0614129310,Electrical Engineering,Electrical Engineering,
1192,0614137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1193,0614161210,Mechanical Engineering,Mechanical Engineering,
1194,0614191610,Automation and Robotics,Automation and Robotics,
1195,0614419110,Civil Engineering,Civil Engineering,
1196,0614424510,Computer Engineering,Computer Engineering,
1197,0614424610,Information Technology,Information Technology,
1198,0614437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1199,0614461210,Mechanical Engineering,Mechanical Engineering,
1200,0614492110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1201,0614499510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1202,0614524510,Computer Engineering,Computer Engineering,
1203,0614524610,Information Technology,Information Technology,
1204,0614526310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1205,0614529310,Electrical Engineering,Electrical Engineering,
1206,0614537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1207,0614561210,Mechanical Engineering,Mechanical Engineering,
1208,0614619110,Civil Engineering,Civil Engineering,
1209,0614624510,Computer Engineering,Computer Engineering,
1210,0614637210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1211,0614637610,Electronics Engineering,Electronics Engineering,
1212,0614692710,Computer Engineering (Software Engineering),Computer Engineering (Software Engineering),
1213,0614919110,Civil Engineering,Civil Engineering,
1214,0614924510,Computer Engineering,Computer Engineering,
1215,0614924610,Information Technology,Information Technology,
1216,0614937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1217,0614961210,Mechanical Engineering,Mechanical Engineering,
1218,0615519110,Civil Engineering,Civil Engineering,
1219,0615524510,Computer Engineering,Computer Engineering,
1220,0615524610,Information Technology,Information Technology,
1221,0615526010,Computer Science and Engineering (Cyber Security),Computer Science and Engineering (Cyber Security),
1222,0615529310,Electrical Engineering,Electrical Engineering,
1223,0615537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1224,0615561210,Mechanical Engineering,Mechanical Engineering,
1225,0615591110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
1226,0615591210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
1227,0615591310,Computer Science and Engineering (Artificial Intelligence),Computer Science and Engineering (Artificial Intelligence),
1228,0615624510,Computer Engineering,Computer Engineering,
1229,0615624610,Information Technology,Information Technology,
1230,0615629310,Electrical Engineering,Electrical Engineering,
1231,0615637210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1232,0615661210,Mechanical Engineering,Mechanical Engineering,
1233,0615699510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1234,0617524510,Computer Engineering,Computer Engineering,
1235,0617537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1236,0617561210,Mechanical Engineering,Mechanical Engineering,
1237,0617708210,Bio Technology,Bio Technology,
1238,0617719110,Civil Engineering,Civil Engineering,
1239,0617724510,Computer Engineering,Computer Engineering,
1240,0617724610,Information Technology,Information Technology,
1241,0617737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1242,0617750710,Chemical Engineering,Chemical Engineering,
1243,0617760610,Production Engineering,Production Engineering,
1244,0617761210,Mechanical Engineering,Mechanical Engineering,
1245,0617824510,Computer Engineering,Computer Engineering,
1246,0617824610,Information Technology,Information Technology,
1247,0617837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1248,0617861210,Mechanical Engineering,Mechanical Engineering,
1249,0617919110,Civil Engineering,Civil Engineering,
1250,0617924510,Computer Engineering,Computer Engineering,
1251,0617937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1252,0617961210,Mechanical Engineering,Mechanical Engineering,
1253,0617999510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1254,0618219110,Civil Engineering,Civil Engineering,
1255,0618224510,Computer Engineering,Computer Engineering,
1256,0618224610,Information Technology,Information Technology,
1257,0618237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1258,0618261210,Mechanical Engineering,Mechanical Engineering,
1259,0618324510,Computer Engineering,Computer Engineering,
1260,0618337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1261,0618361210,Mechanical Engineering,Mechanical Engineering,
1262,0618419110,Civil Engineering,Civil Engineering,
1263,0618424510,Computer Engineering,Computer Engineering,
1264,0618424610,Information Technology,Information Technology,
1265,0618429310,Electrical Engineering,Electrical Engineering,
1266,0618437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1267,0618461210,Mechanical Engineering,Mechanical Engineering,
1268,0618524510,Computer Engineering,Computer Engineering,
1269,0618524610,Information Technology,Information Technology,
1270,0618529310,Electrical Engineering,Electrical Engineering,
1271,0618537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1272,0618561210,Mechanical Engineering,Mechanical Engineering,
1273,0618719110,Civil Engineering,Civil Engineering,
1274,0618724510,Computer Engineering,Computer Engineering,
1275,0618724610,Information Technology,Information Technology,
1276,0618737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1277,0618761210,Mechanical Engineering,Mechanical Engineering,
1278,0620319110,Civil Engineering,Civil Engineering,
1279,0620324510,Computer Engineering,Computer Engineering,
1280,0620361210,Mechanical Engineering,Mechanical Engineering,
1281,0620362410,Mechatronics Engineering,Mechatronics Engineering,
1282,0620399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1283,0620624510,Computer Engineering,Computer Engineering,
1284,0620624610,Information Technology,Information Technology,
1285,0620637210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1286,0620661210,Mechanical Engineering,Mechanical Engineering,
1287,0620719110,Civil Engineering,Civil Engineering,
1288,0620724510,Computer Engineering,Computer Engineering,
1289,0620724610,Information Technology,Information Technology,
1290,0620729310,Electrical Engineering,Electrical Engineering,
1291,0620737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1292,0620746610,Instrumentation Engineering,Instrumentation Engineering,
1293,0620761210,Mechanical Engineering,Mechanical Engineering,
1294,0620791610,Automation and Robotics,Automation and Robotics,
1295,0620799510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1296,0621419110,Civil Engineering,Civil Engineering,
1297,0621424510,Computer Engineering,Computer Engineering,
1298,0621437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1299,0621456810,Computer Science and Information Technology,Computer Science and Information Technology,
1300,0621461210,Mechanical Engineering,Mechanical Engineering,
1301,0621491110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
1302,0621491910,Robotics and Automation,Robotics and Automation,
1303,0621719110,Civil Engineering,Civil Engineering,
1304,0621724210,Computer Science and Engineering,Computer Science and Engineering,
1305,0621726310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1306,0621729310,Electrical Engineering,Electrical Engineering,
1307,0621737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1308,0621761210,Mechanical Engineering,Mechanical Engineering,
1309,0621792110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1310,0621919110,Civil Engineering,Civil Engineering,
1311,0621924210,Computer Science and Engineering,Computer Science and Engineering,
1312,0621937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1313,0621946110,Bio Medical Engineering,Bio Medical Engineering,
1314,0621961210,Mechanical Engineering,Mechanical Engineering,
1315,0622019110,Civil Engineering,Civil Engineering,
1316,0622024210,Computer Science and Engineering,Computer Science and Engineering,
1317,0622029310,Electrical Engineering,Electrical Engineering,
1318,0622037210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1319,0622061210,Mechanical Engineering,Mechanical Engineering,
1320,0622219110,Civil Engineering,Civil Engineering,
1321,0622224210,Computer Science and Engineering,Computer Science and Engineering,
1322,0622229310,Electrical Engineering,Electrical Engineering,
1323,0622237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1324,0622257010,Fashion Technology,Fashion Technology,
1325,0622261210,Mechanical Engineering,Mechanical Engineering,
1326,0622288610,Man Made Textile Technology,Man Made Textile Technology,
1327,0622289610,Textile Technology,Textile Technology,
1328,0622291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
1329,0622319110,Civil Engineering,Civil Engineering,
1330,0622324210,Computer Science and Engineering,Computer Science and Engineering,
1331,0622329310,Electrical Engineering,Electrical Engineering,
1332,0622337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1333,0622361210,Mechanical Engineering,Mechanical Engineering,
1334,0622399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1335,0625024210,Computer Science and Engineering,Computer Science and Engineering,
1336,0625037210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1337,0625050710,Chemical Engineering,Chemical Engineering,
1338,0625061210,Mechanical Engineering,Mechanical Engineering,
1339,0625091110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
1340,0626519110,Civil Engineering,Civil Engineering,
1341,0626524210,Computer Science and Engineering,Computer Science and Engineering,
1342,0626524610,Information Technology,Information Technology,
1343,0626537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1344,0626561510,Mechanical & Automation Engineering,Mechanical & Automation Engineering,
1345,0626584410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1346,0626708210,Bio Technology,Bio Technology,
1347,0626724210,Computer Science and Engineering,Computer Science and Engineering,
1348,0626726210,Computer Science and Business Systems,Computer Science and Business Systems,
1349,0626729310,Electrical Engineering,Electrical Engineering,
1350,0626737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1351,0626791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
1352,0626791210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
1353,0626792210,Civil and Environmental Engineering,Civil and Environmental Engineering,
1354,0626819110,Civil Engineering,Civil Engineering,
1355,0626824210,Computer Science and Engineering,Computer Science and Engineering,
1356,0626861210,Mechanical Engineering,Mechanical Engineering,
1357,0626919110,Civil Engineering,Civil Engineering,
1358,0626924210,Computer Science and Engineering,Computer Science and Engineering,
1359,0626937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1360,0626946410,Instrumentation and Control Engineering,Instrumentation and Control Engineering,
1361,0626950710,Chemical Engineering,Chemical Engineering,
1362,0626961210,Mechanical Engineering,Mechanical Engineering,
1363,0626962410,Mechatronics Engineering,Mechatronics Engineering,
1364,0626990010,Electronics and Computer Science,Electronics and Computer Science,
1365,0626992510,Computer Science and Engineering (Artificial Intelligence and Data Science),Computer Science and Engineering (Artificial Intelligence and Data Science),
1366,0626992610,Electrical and Computer Engineering,Electrical and Computer Engineering,
1367,0627019110,Civil Engineering,Civil Engineering,
1368,0627024210,Computer Science and Engineering,Computer Science and Engineering,
1369,0627037210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1370,0627061210,Mechanical Engineering,Mechanical Engineering,
1371,0627124510,Computer Engineering,Computer Engineering,
1372,0627124610,Information Technology,Information Technology,
1373,0627126310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1374,0627137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1375,0627184410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1376,0627219110,Civil Engineering,Civil Engineering,
1377,0627221910,Robotics and Automation,Robotics and Automation,
1378,0627224510,Computer Engineering,Computer Engineering,
1379,0627224610,Information Technology,Information Technology,
1380,0627237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1381,0627246610,Instrumentation Engineering,Instrumentation Engineering,
1382,0627261210,Mechanical Engineering,Mechanical Engineering,
1383,0627299510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1384,0627324510,Computer Engineering,Computer Engineering,
1385,0627324610,Information Technology,Information Technology,
1386,0627337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1387,0627346410,Instrumentation and Control Engineering,Instrumentation and Control Engineering,
1388,0627350710,Chemical Engineering,Chemical Engineering,
1389,0627361210,Mechanical Engineering,Mechanical Engineering,
1390,0627399510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1391,0627424510,Computer Engineering,Computer Engineering,
1392,0627424610,Information Technology,Information Technology,
1393,0627429310,Electrical Engineering,Electrical Engineering,
1394,0627437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1395,0627461210,Mechanical Engineering,Mechanical Engineering,
1396,0627484310,Printing Technology,Printing Technology,
1397,0627499510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1398,0627519110,Civil Engineering,Civil Engineering,
1399,0627524510,Computer Engineering,Computer Engineering,
1400,0627524610,Information Technology,Information Technology,
1401,0627529310,Electrical Engineering,Electrical Engineering,
1402,0627537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1403,0627561210,Mechanical Engineering,Mechanical Engineering,
1404,0627719110,Civil Engineering,Civil Engineering,
1405,0627724210,Computer Science and Engineering,Computer Science and Engineering,
1406,0627724610,Information Technology,Information Technology,
1407,0627726310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1408,0627737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1409,0627761210,Mechanical Engineering,Mechanical Engineering,
1410,0627819110,Civil Engineering,Civil Engineering,
1411,0627821910,Robotics and Automation,Robotics and Automation,
1412,0627824510,Computer Engineering,Computer Engineering,
1413,0627829310,Electrical Engineering,Electrical Engineering,
1414,0627837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1415,0627837810,Electronics Engineering ( VLSI Design and Technology),Electronics Engineering ( VLSI Design and Technology),
1416,0627850710,Chemical Engineering,Chemical Engineering,
1417,0627861210,Mechanical Engineering,Mechanical Engineering,
1418,0627862510,Mechanical Engineering[Sandwich],Mechanical Engineering[Sandwich],
1419,0628124510,Computer Engineering,Computer Engineering,
1420,0628137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1421,0628161210,Mechanical Engineering,Mechanical Engineering,
1422,0628191610,Automation and Robotics,Automation and Robotics,
1423,0628224510,Computer Engineering,Computer Engineering,
1424,0628224610,Information Technology,Information Technology,
1425,0628229310,Electrical Engineering,Electrical Engineering,
1426,0628237210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1427,0628319110,Civil Engineering,Civil Engineering,
1428,0628324210,Computer Science and Engineering,Computer Science and Engineering,
1429,0628326310,Artificial Intelligence (AI) and Data Science,Artificial Intelligence (AI) and Data Science,
1430,0628350310,Food Technology,Food Technology,
1431,0628419110,Civil Engineering,Civil Engineering,
1432,0628424610,Information Technology,Information Technology,
1433,0628437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1434,0628499510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1435,0628819110,Civil Engineering,Civil Engineering,
1436,0628824210,Computer Science and Engineering,Computer Science and Engineering,
1437,0628837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1438,0628861210,Mechanical Engineering,Mechanical Engineering,
1439,0628891110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),
1440,0628919110,Civil Engineering,Civil Engineering,
1441,0628924510,Computer Engineering,Computer Engineering,
1442,0628924610,Information Technology,Information Technology,
1443,0628937210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1444,0628961210,Mechanical Engineering,Mechanical Engineering,
1445,0628991210,Computer Science and Engineering(Data Science),Computer Science and Engineering(Data Science),
1446,0628999510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1447,0629324210,Computer Science and Engineering,Computer Science and Engineering,
1448,0629329310,Electrical Engineering,Electrical Engineering,
1449,0629337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1450,0629361210,Mechanical Engineering,Mechanical Engineering,
1451,0629819110,Civil Engineering,Civil Engineering,
1452,0629821910,Robotics and Automation,Robotics and Automation,
1453,0629824510,Computer Engineering,Computer Engineering,
1454,0629824610,Information Technology,Information Technology,
1455,0629829310,Electrical Engineering,Electrical Engineering,
1456,0629837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1457,0629861210,Mechanical Engineering,Mechanical Engineering,
1458,0629884410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1459,0629892110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1460,0629899510,Artificial Intelligence and Data Science,Artificial Intelligence and Data Science,
1461,0630319110,Civil Engineering,Civil Engineering,
1462,0630324210,Computer Science and Engineering,Computer Science and Engineering,
1463,0630337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1464,0630361210,Mechanical Engineering,Mechanical Engineering,
1465,0630419110,Civil Engineering,Civil Engineering,
1466,0630424210,Computer Science and Engineering,Computer Science and Engineering,
1467,0630437210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1468,0630461210,Mechanical Engineering,Mechanical Engineering,
1469,0630492110,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,
1470,0630492610,Electrical and Computer Engineering,Electrical and Computer Engineering,
1471,0630524210,Computer Science and Engineering,Computer Science and Engineering,
1472,0630524610,Information Technology,Information Technology,
1473,0630537210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1474,0630724510,Computer Engineering,Computer Engineering,
1475,0630724610,Information Technology,Information Technology,
1476,0630737210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1477,0630760210,Automobile Engineering,Automobile Engineering,
1478,0630819110,Civil Engineering,Civil Engineering,
1479,0630824510,Computer Engineering,Computer Engineering,
1480,0630837210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1481,0630861210,Mechanical Engineering,Mechanical Engineering,
1482,0631024510,Computer Engineering,Computer Engineering,
1483,0631024610,Information Technology,Information Technology,
1484,0631037210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1485,0631061210,Mechanical Engineering,Mechanical Engineering,
1486,0631124510,Computer Engineering,Computer Engineering,
1487,0631124610,Information Technology,Information Technology,
1488,0631129310,Electrical Engineering,Electrical Engineering,
1489,0631137210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1490,0631161210,Mechanical Engineering,Mechanical Engineering,
1491,0631319110,Civil Engineering,Civil Engineering,
1492,0631324510,Computer Engineering,Computer Engineering,
1493,0631329310,Electrical Engineering,Electrical Engineering,
1494,0631337210,Electronics and Telecommunication Engg,Electronics and Telecommunication Engg,
1495,0631361210,Mechanical Engineering,Mechanical Engineering,
1496,0631519110,Civil Engineering,Civil Engineering,
1497,0631524210,Computer Science and Engineering,Computer Science and Engineering,
1498,0631529310,Electrical Engineering,Electrical Engineering,
1499,0631561210,Mechanical Engineering,Mechanical Engineering,
1500,0631584410,Electronics and Computer Engineering,Electronics and Computer Engineering,
1501,0631719110,Civil Engineering,Civil Engineering,
1502,0631724210,Computer Science and Engineering,Computer Science and Engineering,
1503,0631729310,Electrical Engineering,Electrical Engineering,
1504,0631762410,Mechatronics Engineering,Mechatronics Engineering,
1505,0631791610,Automation and Robotics,Automation and Robotics,
1506,0631824210,Computer Science and Engineering,Computer Science and Engineering,
1507,0631829310,Electrical Engineering,Electrical Engineering,
1508,0631861210,Mechanical Engineering,Mechanical Engineering,
1509,0631919110,Civil Engineering,Civil Engineering,
1510,0631924510,Computer Engineering,Computer Engineering,
