academic_year,admission_route,institute_code,college_name,college_status,college_type,autonomous,cap_seats,branch_code,branch_name,sanctioned_intake,maharashtra_seats,minority_seats,all_india_seats,institute_seats,orphan_seats,ews_seats,tfws_choice_code,tfws_seats,source_file,source_page,needs_review,review_reason
2023-24,FE,6273,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",Un-Aided Autonomous,Un-Aided,true,144,627399510,Artificial Intelligence and Data Science,180,117,0,27,36,1,18,627399511T,9,FE_2023_SeatMatrix.pdf,366,false,
2023-24,FE,6282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Un-Aided Autonomous,Un-Aided,true,96,628224510,Computer Engineering,120,78,0,18,24,1,12,628224511T,6,FE_2023_SeatMatrix.pdf,372,false,
2023-24,FE,6282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Un-Aided Autonomous,Un-Aided,true,48,628224610,Information Technology,60,39,0,9,12,0,6,628224611T,3,FE_2023_SeatMatrix.pdf,373,false,
2023-24,FE,6282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Un-Aided Autonomous,Un-Aided,true,57,628229310,Electrical Engineering,60,48,0,9,3,0,6,628229311T,3,FE_2023_SeatMatrix.pdf,374,false,
2023-24,FE,6282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Un-Aided Autonomous,Un-Aided,true,96,628237210,Electronics and Telecommunication Engg,120,78,0,18,24,1,12,628237211T,6,FE_2023_SeatMatrix.pdf,375,false,
2023-24,FE,6282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Un-Aided Autonomous,Un-Aided,true,57,628246610,Instrumentation Engineering,60,48,0,9,3,0,6,628246611T,3,FE_2023_SeatMatrix.pdf,376,false,
2023-24,FE,6282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Un-Aided Autonomous,Un-Aided,true,96,628299510,Artificial Intelligence and Data Science,120,78,0,18,24,1,12,628299511T,6,FE_2023_SeatMatrix.pdf,377,false,
2023-24,FE,6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Un-Aided Autonomous,Un-Aided,true,60,628300210,Aeronautical Engineering,60,51,0,9,0,1,6,628300211T,3,FE_2023_SeatMatrix.pdf,378,false,
2023-24,FE,6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Un-Aided Autonomous,Un-Aided,true,60,628319110,Civil Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,379,false,
2023-24,FE,6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Un-Aided Autonomous,Un-Aided,true,96,628324210,Computer Science and Engineering,120,78,0,18,24,1,12,628324211T,6,FE_2023_SeatMatrix.pdf,380,false,
2023-24,FE,6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Un-Aided Autonomous,Un-Aided,true,48,628326310,Artificial Intelligence (AI) and Data Science,60,39,0,9,12,0,6,628326311T,3,FE_2023_SeatMatrix.pdf,381,false,
2023-24,FE,6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Un-Aided Autonomous,Un-Aided,true,120,628329310,Electrical Engineering,120,102,0,18,0,1,12,628329311T,6,FE_2023_SeatMatrix.pdf,382,false,
2023-24,FE,6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Un-Aided Autonomous,Un-Aided,true,60,628350310,Food Technology,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,383,false,
2023-24,FE,6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Un-Aided Autonomous,Un-Aided,true,120,628361210,Mechanical Engineering,120,102,0,18,0,1,12,,0,FE_2023_SeatMatrix.pdf,384,false,
2023-24,FE,6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Un-Aided Autonomous,Un-Aided,true,48,628392010,Computer Science and Engineering (Internet of,60,39,0,9,12,0,6,628392011T,3,FE_2023_SeatMatrix.pdf,385,false,
2023-24,FE,6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Un-Aided Autonomous,Un-Aided,true,60,628419110,Civil Engineering,60,51,0,9,0,1,6,628419111T,3,FE_2023_SeatMatrix.pdf,386,false,
2023-24,FE,6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Un-Aided Autonomous,Un-Aided,true,96,628424510,Computer Engineering,120,78,0,18,24,1,12,628424511T,6,FE_2023_SeatMatrix.pdf,387,false,
2023-24,FE,6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Un-Aided Autonomous,Un-Aided,true,48,628424610,Information Technology,60,39,0,9,12,0,6,628424611T,3,FE_2023_SeatMatrix.pdf,388,false,
2023-24,FE,6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Un-Aided Autonomous,Un-Aided,true,60,628429310,Electrical Engineering,60,51,0,9,0,1,6,628429311T,3,FE_2023_SeatMatrix.pdf,389,false,
2023-24,FE,6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Un-Aided Autonomous,Un-Aided,true,60,628437210,Electronics and Telecommunication Engg,60,51,0,9,0,1,6,628437211T,3,FE_2023_SeatMatrix.pdf,390,false,
2023-24,FE,6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Un-Aided Autonomous,Un-Aided,true,60,628461210,Mechanical Engineering,60,51,0,9,0,1,6,628461211T,3,FE_2023_SeatMatrix.pdf,391,false,
2023-24,FE,6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Un-Aided Autonomous,Un-Aided,true,96,628499510,Artificial Intelligence and Data Science,120,78,0,18,24,1,12,628499511T,6,FE_2023_SeatMatrix.pdf,392,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,57,628919110,Civil Engineering,60,48,0,9,3,0,6,628919111T,3,FE_2023_SeatMatrix.pdf,393,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,192,628924510,Computer Engineering,240,156,0,36,48,2,24,628924511T,12,FE_2023_SeatMatrix.pdf,394,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,144,628924610,Information Technology,180,117,0,27,36,1,18,628924611T,9,FE_2023_SeatMatrix.pdf,395,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,177,628937210,Electronics and Telecommunication Engg,180,150,0,27,3,2,18,628937211T,9,FE_2023_SeatMatrix.pdf,396,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,120,628961210,Mechanical Engineering,120,102,0,18,0,1,12,628961211T,6,FE_2023_SeatMatrix.pdf,397,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,48,628991110,Computer Science and Engineering(Artificial,60,39,0,9,12,0,6,628991111T,3,FE_2023_SeatMatrix.pdf,398,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,57,628991210,Computer Science and Engineering(Data Science),60,48,0,9,3,0,6,628991211T,3,FE_2023_SeatMatrix.pdf,399,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,105,628991310,Computer Science and Engineering (Artificial,120,87,0,18,15,1,12,628991311T,6,FE_2023_SeatMatrix.pdf,400,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,57,628992010,Computer Science and Engineering (Internet of,60,48,0,9,3,0,6,628992011T,3,FE_2023_SeatMatrix.pdf,401,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,57,628992710,Computer Engineering (Software Engineering),60,48,0,9,3,0,6,628992711T,3,FE_2023_SeatMatrix.pdf,402,false,
2023-24,FE,6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Un-Aided Autonomous,Un-Aided,true,144,628999510,Artificial Intelligence and Data Science,180,117,0,27,36,1,18,628999511T,9,FE_2023_SeatMatrix.pdf,403,false,
2023-24,FE,6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Un-Aided Autonomous,Un-Aided,true,60,631719110,Civil Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,404,false,
2023-24,FE,6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Un-Aided Autonomous,Un-Aided,true,144,631724210,Computer Science and Engineering,180,117,0,27,36,1,18,631724211T,9,FE_2023_SeatMatrix.pdf,405,false,
2023-24,FE,6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Un-Aided Autonomous,Un-Aided,true,57,631729310,Electrical Engineering,60,48,0,9,3,0,6,631729311T,3,FE_2023_SeatMatrix.pdf,406,false,
2023-24,FE,6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Un-Aided Autonomous,Un-Aided,true,60,631761210,Mechanical Engineering,60,51,0,9,0,1,6,631761211T,3,FE_2023_SeatMatrix.pdf,407,false,
2023-24,FE,6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Un-Aided Autonomous,Un-Aided,true,57,631762410,Mechatronics Engineering,60,48,0,9,3,0,6,631762411T,3,FE_2023_SeatMatrix.pdf,408,false,
2023-24,FE,6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Un-Aided Autonomous,Un-Aided,true,96,631784410,Electronics and Computer Engineering,120,78,0,18,24,1,12,631784411T,6,FE_2023_SeatMatrix.pdf,409,false,
2023-24,FE,6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Un-Aided Autonomous,Un-Aided,true,57,631791610,Automation and Robotics,60,48,0,9,3,0,6,631791611T,3,FE_2023_SeatMatrix.pdf,410,false,
2023-24,FE,6317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Un-Aided Autonomous,Un-Aided,true,48,631799510,Artificial Intelligence and Data Science,60,39,0,9,12,0,6,631799511T,3,FE_2023_SeatMatrix.pdf,411,false,
2023-24,FE,6780,"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",Un-Aided Autonomous,Un-Aided,true,60,678091210,Computer Science and Engineering(Data Science),60,51,0,9,0,1,6,678091211T,3,FE_2023_SeatMatrix.pdf,412,false,
2023-24,FE,2021,"University Department of Chemical Technology, Aurangabad",University Department,University Department,false,10,202150310,Food Technology,10,10,0,0,0,0,1,,0,FE_2023_SeatMatrix.pdf,413,false,
2023-24,FE,2021,"University Department of Chemical Technology, Aurangabad",University Department,University Department,false,12,202181610,Pharmaceutical and Fine Chemical Technology,12,12,0,0,0,0,1,202181611T,1,FE_2023_SeatMatrix.pdf,414,false,
2023-24,FE,2111,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Un-Aided Religious Minority - Muslim,Un-Aided Religious Minority - Muslim,false,24,211119110,Civil Engineering,30,8,15,1,6,0,0,,0,FE_2023_SeatMatrix.pdf,415,false,
2023-24,FE,2111,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Un-Aided Religious Minority - Muslim,Un-Aided Religious Minority - Muslim,false,24,211124210,Computer Science and Engineering,30,8,15,1,6,0,0,211124211T,2,FE_2023_SeatMatrix.pdf,416,false,
2023-24,FE,2111,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Un-Aided Religious Minority - Muslim,Un-Aided Religious Minority - Muslim,false,24,211129310,Electrical Engineering,30,8,15,1,6,0,0,,0,FE_2023_SeatMatrix.pdf,417,false,
2023-24,FE,2111,"Everest Education Society, Group of Institutions (Integrated Campus), Ohar",Un-Aided Religious Minority - Muslim,Un-Aided Religious Minority - Muslim,false,24,211161210,Mechanical Engineering,30,8,15,1,6,0,0,,0,FE_2023_SeatMatrix.pdf,418,false,
2023-24,FE,2137,"Nagnathappa Halge Engineering College, Parli, Beed",Un-Aided,Un-Aided,false,90,213719110,Civil Engineering,90,76,0,14,0,1,9,,0,FE_2023_SeatMatrix.pdf,419,false,
2023-24,FE,2137,"Nagnathappa Halge Engineering College, Parli, Beed",Un-Aided,Un-Aided,false,30,213724210,Computer Science and Engineering,30,25,0,5,0,0,3,213724211T,2,FE_2023_SeatMatrix.pdf,420,false,
2023-24,FE,2137,"Nagnathappa Halge Engineering College, Parli, Beed",Un-Aided,Un-Aided,false,30,213729710,Electrical and Electronics Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,421,false,
2023-24,FE,2137,"Nagnathappa Halge Engineering College, Parli, Beed",Un-Aided,Un-Aided,false,60,213761210,Mechanical Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,422,false,
2023-24,FE,2146,"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",Un-Aided,Un-Aided,false,30,214619110,Civil Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,423,false,
2023-24,FE,2146,"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",Un-Aided,Un-Aided,false,30,214629710,Electrical and Electronics Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,424,false,
2023-24,FE,2146,"Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology, Osmanabad",Un-Aided,Un-Aided,false,30,214661210,Mechanical Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,425,false,
2023-24,FE,2516,International Centre Of Excellence In Engineering and Management (ICEEM),Un-Aided,Un-Aided,false,30,251619110,Civil Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,426,false,
2023-24,FE,2516,International Centre Of Excellence In Engineering and Management (ICEEM),Un-Aided,Un-Aided,false,96,251624210,Computer Science and Engineering,120,78,0,18,24,1,12,251624211T,6,FE_2023_SeatMatrix.pdf,427,false,
2023-24,FE,2516,International Centre Of Excellence In Engineering and Management (ICEEM),Un-Aided,Un-Aided,false,30,251629710,Electrical and Electronics Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,428,false,
2023-24,FE,2516,International Centre Of Excellence In Engineering and Management (ICEEM),Un-Aided,Un-Aided,false,30,251661210,Mechanical Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,429,false,
2023-24,FE,2516,International Centre Of Excellence In Engineering and Management (ICEEM),Un-Aided,Un-Aided,false,48,251692110,Artificial Intelligence and Machine Learning,60,39,0,9,12,0,6,251692111T,3,FE_2023_SeatMatrix.pdf,430,false,
2023-24,FE,1012,"Government College of Engineering,Yavatmal",Government,Government,false,60,101219110,Civil Engineering,60,60,0,0,0,1,6,101219111T,3,FE_2023_SeatMatrix.pdf,431,false,
2023-24,FE,1012,"Government College of Engineering,Yavatmal",Government,Government,false,60,101224510,Computer Engineering,60,60,0,0,0,1,6,101224511T,3,FE_2023_SeatMatrix.pdf,432,false,
2023-24,FE,1012,"Government College of Engineering,Yavatmal",Government,Government,false,60,101229310,Electrical Engineering,60,60,0,0,0,1,6,101229311T,3,FE_2023_SeatMatrix.pdf,433,false,
2023-24,FE,1012,"Government College of Engineering,Yavatmal",Government,Government,false,60,101237210,Electronics and Telecommunication Engg,60,60,0,0,0,1,6,101237211T,3,FE_2023_SeatMatrix.pdf,434,false,
2023-24,FE,1012,"Government College of Engineering,Yavatmal",Government,Government,false,60,101261210,Mechanical Engineering,60,60,0,0,0,1,6,101261211T,3,FE_2023_SeatMatrix.pdf,435,false,
2023-24,FE,2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Un-Aided,Un-Aided,false,30,211219110,Civil Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,436,false,
2023-24,FE,2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Un-Aided,Un-Aided,false,96,211224210,Computer Science and Engineering,120,78,0,18,24,1,12,211224211T,6,FE_2023_SeatMatrix.pdf,437,false,
2023-24,FE,2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Un-Aided,Un-Aided,false,60,211229310,Electrical Engineering,60,51,0,9,0,1,6,211229311T,3,FE_2023_SeatMatrix.pdf,438,false,
2023-24,FE,2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Un-Aided,Un-Aided,false,60,211261210,Mechanical Engineering,60,51,0,9,0,1,6,211261211T,3,FE_2023_SeatMatrix.pdf,439,false,
2023-24,FE,2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Un-Aided,Un-Aided,false,60,211284410,Electronics and Computer Engineering,60,51,0,9,0,1,6,211284411T,3,FE_2023_SeatMatrix.pdf,440,false,
2023-24,FE,2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Un-Aided,Un-Aided,false,30,211291110,Computer Science and Engineering(Artificial,30,25,0,5,0,0,3,211291111T,2,FE_2023_SeatMatrix.pdf,441,false,
2023-24,FE,2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Un-Aided,Un-Aided,false,60,211291210,Computer Science and Engineering(Data Science),60,51,0,9,0,1,6,211291211T,3,FE_2023_SeatMatrix.pdf,442,false,
2023-24,FE,2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Un-Aided,Un-Aided,false,30,211292910,VLSI,30,25,0,5,0,0,3,211292911T,2,FE_2023_SeatMatrix.pdf,443,false,
2023-24,FE,2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Un-Aided,Un-Aided,false,30,211293010,Logistics,30,25,0,5,0,0,3,211293011T,2,FE_2023_SeatMatrix.pdf,444,false,
2023-24,FE,2112,"Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Aurangabad",Un-Aided,Un-Aided,false,30,211293210,5G,30,25,0,5,0,0,3,211293211T,2,FE_2023_SeatMatrix.pdf,445,false,
2023-24,FE,2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Un-Aided,Un-Aided,false,120,211419110,Civil Engineering,120,102,0,18,0,1,12,211419111T,6,FE_2023_SeatMatrix.pdf,446,false,
2023-24,FE,2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Un-Aided,Un-Aided,false,96,211424210,Computer Science and Engineering,120,78,0,18,24,1,12,211424211T,6,FE_2023_SeatMatrix.pdf,447,false,
2023-24,FE,2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Un-Aided,Un-Aided,false,108,211437210,Electronics and Telecommunication Engg,120,90,0,18,12,1,12,211437211T,6,FE_2023_SeatMatrix.pdf,448,false,
2023-24,FE,2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Un-Aided,Un-Aided,false,120,211461210,Mechanical Engineering,120,102,0,18,0,1,12,211461211T,6,FE_2023_SeatMatrix.pdf,449,false,
2023-24,FE,2114,"Deogiri Institute of Engineering and Management Studies, Aurangabad",Un-Aided,Un-Aided,false,48,211491110,Computer Science and Engineering(Artificial,60,39,0,9,12,0,6,211491111T,3,FE_2023_SeatMatrix.pdf,450,false,
2023-24,FE,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Un-Aided,Un-Aided,false,60,211619110,Civil Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,451,false,
2023-24,FE,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Un-Aided,Un-Aided,false,48,211624210,Computer Science and Engineering,60,39,0,9,12,0,6,211624211T,3,FE_2023_SeatMatrix.pdf,452,false,
2023-24,FE,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Un-Aided,Un-Aided,false,30,211626310,Artificial Intelligence (AI) and Data Science,30,25,0,5,0,0,3,211626311T,2,FE_2023_SeatMatrix.pdf,453,false,
2023-24,FE,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Un-Aided,Un-Aided,false,60,211629310,Electrical Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,454,false,
2023-24,FE,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Un-Aided,Un-Aided,false,30,211637210,Electronics and Telecommunication Engg,30,25,0,5,0,0,3,211637211T,2,FE_2023_SeatMatrix.pdf,455,false,
2023-24,FE,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Un-Aided,Un-Aided,false,30,211661510,Mechanical & Automation Engineering,30,25,0,5,0,0,3,211661511T,2,FE_2023_SeatMatrix.pdf,456,false,
2023-24,FE,2116,"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Un-Aided,Un-Aided,false,30,211691110,Computer Science and Engineering(Artificial,30,25,0,5,0,0,3,211691111T,2,FE_2023_SeatMatrix.pdf,457,false,
2023-24,FE,2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Un-Aided,Un-Aided,false,60,212719110,Civil Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,458,false,
2023-24,FE,2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Un-Aided,Un-Aided,false,96,212724210,Computer Science and Engineering,120,78,0,18,24,1,12,212724211T,6,FE_2023_SeatMatrix.pdf,459,false,
2023-24,FE,2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Un-Aided,Un-Aided,false,48,212724610,Information Technology,60,39,0,9,12,0,6,212724611T,3,FE_2023_SeatMatrix.pdf,460,false,
2023-24,FE,2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Un-Aided,Un-Aided,false,57,212737210,Electronics and Telecommunication Engg,60,48,0,9,3,0,6,212737211T,3,FE_2023_SeatMatrix.pdf,461,false,
2023-24,FE,2127,"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Un-Aided,Un-Aided,false,60,212761210,Mechanical Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,462,false,
2023-24,FE,2129,"M.S. Bidve Engineering College, Latur",Un-Aided,Un-Aided,false,48,212919110,Civil Engineering,60,39,0,9,12,0,6,,0,FE_2023_SeatMatrix.pdf,463,false,
2023-24,FE,2129,"M.S. Bidve Engineering College, Latur",Un-Aided,Un-Aided,false,48,212924210,Computer Science and Engineering,60,39,0,9,12,0,6,212924211T,3,FE_2023_SeatMatrix.pdf,464,false,
2023-24,FE,2129,"M.S. Bidve Engineering College, Latur",Un-Aided,Un-Aided,false,48,212924610,Information Technology,60,39,0,9,12,0,6,212924611T,3,FE_2023_SeatMatrix.pdf,465,false,
2023-24,FE,2129,"M.S. Bidve Engineering College, Latur",Un-Aided,Un-Aided,false,48,212929810,Electrical Engg [Electrical and Power],60,39,0,9,12,0,6,,0,FE_2023_SeatMatrix.pdf,466,false,
2023-24,FE,2129,"M.S. Bidve Engineering College, Latur",Un-Aided,Un-Aided,false,48,212937610,Electronics Engineering,60,39,0,9,12,0,6,212937611T,3,FE_2023_SeatMatrix.pdf,467,false,
2023-24,FE,2129,"M.S. Bidve Engineering College, Latur",Un-Aided,Un-Aided,false,48,212961210,Mechanical Engineering,60,39,0,9,12,0,6,,0,FE_2023_SeatMatrix.pdf,468,false,
2023-24,FE,2130,"Terna Public Charitable Trust's College of Engineering, Osmanabad",Un-Aided,Un-Aided,false,60,213019110,Civil Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,469,false,
2023-24,FE,2130,"Terna Public Charitable Trust's College of Engineering, Osmanabad",Un-Aided,Un-Aided,false,48,213024210,Computer Science and Engineering,60,39,0,9,12,0,6,213024211T,3,FE_2023_SeatMatrix.pdf,470,false,
2023-24,FE,2130,"Terna Public Charitable Trust's College of Engineering, Osmanabad",Un-Aided,Un-Aided,false,60,213037210,Electronics and Telecommunication Engg,60,51,0,9,0,1,6,213037211T,3,FE_2023_SeatMatrix.pdf,471,false,
2023-24,FE,2130,"Terna Public Charitable Trust's College of Engineering, Osmanabad",Un-Aided,Un-Aided,false,60,213061210,Mechanical Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,472,false,
2023-24,FE,2130,"Terna Public Charitable Trust's College of Engineering, Osmanabad",Un-Aided,Un-Aided,false,60,213099510,Artificial Intelligence and Data Science,60,51,0,9,0,1,6,213099511T,3,FE_2023_SeatMatrix.pdf,473,false,
2023-24,FE,2131,"Shree Tuljabhavani College of Engineering, Tuljapur",Un-Aided,Un-Aided,false,30,213119110,Civil Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,474,false,
2023-24,FE,2131,"Shree Tuljabhavani College of Engineering, Tuljapur",Un-Aided,Un-Aided,false,120,213124210,Computer Science and Engineering,120,102,0,18,0,1,12,213124211T,6,FE_2023_SeatMatrix.pdf,475,false,
2023-24,FE,2131,"Shree Tuljabhavani College of Engineering, Tuljapur",Un-Aided,Un-Aided,false,60,213137210,Electronics and Telecommunication Engg,60,51,0,9,0,1,6,213137211T,3,FE_2023_SeatMatrix.pdf,476,false,
2023-24,FE,2131,"Shree Tuljabhavani College of Engineering, Tuljapur",Un-Aided,Un-Aided,false,30,213161210,Mechanical Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,477,false,
2023-24,FE,2133,"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",Un-Aided,Un-Aided,false,60,213319110,Civil Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,478,false,
2023-24,FE,2133,"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",Un-Aided,Un-Aided,false,96,213324210,Computer Science and Engineering,120,78,0,18,24,1,12,213324211T,6,FE_2023_SeatMatrix.pdf,479,false,
2023-24,FE,2133,"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",Un-Aided,Un-Aided,false,60,213329310,Electrical Engineering,60,51,0,9,0,1,6,,0,FE_2023_SeatMatrix.pdf,480,false,
2023-24,FE,2133,"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",Un-Aided,Un-Aided,false,30,213361210,Mechanical Engineering,30,25,0,5,0,0,3,,0,FE_2023_SeatMatrix.pdf,481,false,
2023-24,FE,2133,"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",Un-Aided,Un-Aided,false,48,213384410,Electronics and Computer Engineering,60,39,0,9,12,0,6,213384411T,3,FE_2023_SeatMatrix.pdf,482,false,
